tahun,nama_provinsi,nama_kabupaten_kota,nama_kecamatan,nama_kelurahan,jumlah_luas_wilayah_(km2),jumlah_kepadatan_(jiwa/km2),,
2019,PROVINSI DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG MUARA,2.9,23575.47496,,
2019,PROVINSI DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR SELATAN,1.63,26847.89962,,
2019,PROVINSI DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR UTARA,1.15,51258.68056,,
2019,PROVINSI DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KRAMAT JATI,1.52,27896.82016,,
2019,PROVINSI DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,2.03,27040.29232,,
2019,PROVINSI DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,DUKUH,1.98,15476.29865,,
2019,PROVINSI DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,2.55,23222.42917,,
2019,PROVINSI DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BALE KAMBANG,1.67,21359.8089,,
2019,PROVINSI DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,CILILITAN,1.76,28275.67436,,
2019,PROVINSI DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,CAWANG,1.79,22759.15996,,
2019,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,GEDONG,2.63,16817.388,,
2019,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,BARU,1.89,15667.46095,,
2019,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,CIJANTUNG,2.38,21331.96291,,
2019,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,KALISARI,2.89,18193.81586,,
2019,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,PEKAYON,3.18,16877.53753,,
2019,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,6.6,15976.05153,,
2019,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CAKUNG,RAWA TERATE,3.3,9590.30303,,
2019,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CAKUNG,PENGGILINGAN,4.48,26937.8972,,
2019,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CAKUNG,CAKUNG TIMUR,9.81,7493.797386,,
2019,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CAKUNG,PULO GEBANG,6.92,17026.15607,,
2019,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CAKUNG,UJUNG MENTENG,5.04,7312.849173,,
2019,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CAKUNG,CAKUNG BARAT,6.12,11894.2573,,
2019,PROVINSI DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,DUREN SAWIT,4.56,16405.00494,,
2019,PROVINSI DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,PONDOK BAMBU,4.9,15416.37737,,
2019,PROVINSI DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,KLENDER,3.05,28589.70154,,
2019,PROVINSI DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,PONDOK KELAPA,5.72,15240.75854,,
2019,PROVINSI DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,MALAKA SARI,1.38,24376.76337,,
2019,PROVINSI DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,0.99,38542.8051,,
2019,PROVINSI DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,PONDOK KOPI,2.06,21161.16505,,
2019,PROVINSI DKI JAKARTA,JAKARTA TIMUR,MAKASAR,MAKASAR,1.61,26659.42119,,
2019,PROVINSI DKI JAKARTA,JAKARTA TIMUR,MAKASAR,PINANG RANTI,2.35,14270.46566,,
2019,PROVINSI DKI JAKARTA,JAKARTA TIMUR,MAKASAR,KEBON PALA,2.3,25329.41176,,
2019,PROVINSI DKI JAKARTA,JAKARTA TIMUR,MAKASAR,HALIM PERDANA KUSUMAH,13.07,2696.789991,,
2019,PROVINSI DKI JAKARTA,JAKARTA TIMUR,MAKASAR,CIPINANG MELAYU,2.53,20684.36251,,
2019,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIRACAS,CIRACAS,3.93,20186.49976,,
2019,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIRACAS,CIBUBUR,4.5,17883.80821,,
2019,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIRACAS,KELAPA DUA WETAN,3.37,16853.88589,,
2019,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIRACAS,SUSUKAN,2.19,21349.32602,,
2019,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIRACAS,RAMBUTAN,2.09,21820.09569,,
2019,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,3.09,10445.70502,,
2019,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,CILANGKAP,6.04,5541.471982,,
2019,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,PONDOK RANGGON,3.66,8402.38788,,
2019,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,MUNJUL,1.9,15244.87651,,
2019,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,SETU,3.25,7657.480315,,
2019,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,BAMBU APUS,3.17,10055.92064,,
2019,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,LUBANG BUAYA,3.72,20917.78614,,
2019,PROVINSI DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,CEGER,3.63,6398.23497,,
